,text,label
309,"['ngemis', 'bangga', 'bikini', 'penggemar', 'ketahuan', 'mbak', 'biar', 'duitnya', 'g', 'hasil2', 'ngemis', 'kan', 'situ', 'gadis', 'egirl', 'terkenal', 'langganan', 'situ', 'penggemar']",negatif
310,"['lupa', 'jual', 'berasnya', 'selaga', 'mahal', 'lumayan']",negatif
311,"['nyumbang', 'nyumbang', 'pukulan', 'rahang']",negatif
312,"['kaya', 'gini', 'dibilang', 'ngemis', 'kepercayaan', 'apakabar', 'tik', 'tok', 'menurutku', 'sah', 'ko', 'komen', 'jelek', 'iri']",positif
313,"['kaya', 'lahir', 'ngemis']",negatif
314,"['kak', 'menumpaskan', 'kemiskinan', 'indonesia', 'gituuuu']",negatif
315,"['tukang', 'e.coli', 'minimal', 'imajinasi']",negatif
316,"['jualin', 'foto', 'eksklusif', 'sumbangan', 'beli', 'sukarela', 'paksaan']",positif
317,"['nyumbang', 'minjem', 'mobilnya', 'kan', 'nyumbang']",negatif
318,"['anj', 'ngeselin', 'sungguh']",negatif
319,"['gak', 'malu']",negatif
320,"['kek', 'ratu', 'nyumbangin', 'kaya']",negatif
321,"['kosong', 'darimana', 'ngetololin', 'tololin', 'tuh', 'nyumbang', 'dianya', 'pinter', 'penggemar', 'setia', 'tolol', 'makan', 'mikir2', 'nyumbang', 'jelas2', 'kaya', 'dimanfaatin', 'uang', 'tunai']",negatif
322,"['yaaaaa', 'gapunya', 'malu']",negatif
323,"['wan', 'menang', 'titit']",negatif
324,"['curiga', 'uang', 'laundry', 'beneran', 'nyumbang', 'nya', 'belikan', 'mobil', 'kasus', 'mungkin', 'mirip', 'donisalmanan', 'tp', 'bernyanyi', 'donatur', 'senyap']",negatif
325,"['benar', 'penggemar', 'sm', 'idola', 'beneran', 'mirip']",negatif
326,"['sepi', 'pekerjaan', 'ngemis']",negatif
327,['bodoh'],negatif
328,['ngakakkkkk'],negatif
329,"['dihhhh', 'tolol']",negatif
330,"['bikin', 'tutorial', 'mengemis', 'brutal', 'gini']",negatif
331,"['ngemis', 'gaya']",negatif
332,"['malunya', 'taroh', 'dipantat']",negatif
333,"['foto', 'bibirnya', 'banyakun', 'nahan', 'berak']",negatif
334,"['dihh', 'gamalu', 'ngemis', 'gini', 'nyumbang', 'permainan', 'kata-kata', 'bodoh']",negatif
335,"['rasain', 'mengantri', 'takjil', 'deh']",negatif
336,"['cba', 'keren', 'lakuin']",positif
337,"['kaya', 'menjamin', 'mental', 'tetep', 'mental', 'pengemis', 'tetep', 'pengemis', 'nyumbang', 'iq', 'nya', 'jongkok', 'engga']",negatif
338,"['belikan', 'mama', 'sempak']",negatif
339,"['malu', 'bangga']",negatif
340,"['nyumbang', 'bodoh', 'sumbangan', 'gatau', 'malu']",negatif
341,"['kasih', 'opsi', 'biar', 'ga', 'mikir', 'kasian']",negatif
342,"['duit', 'sumbangan', 'rakyat', 'kecil']",negatif
343,"['orangbaik', 'perjuangan', 'usman', 'dikeluarganya', 'tulang', 'punggung', 'keluarga', 'menghidupi', 'empati', 'keponakannya', 'kehilangan', 'tua']",positif
344,"['karyanya', 'kecantikan', 'hak', 'istimewa', 'nyata']",negatif
345,"['pengemis', 'mengemis', 'gaya']",negatif
346,"['ga', 'malu']",negatif
347,"['goblok', 'gada', 'malu', 'malunya']",negatif
348,"['dikasih', 'saran', 'beneran', 'diturutin']",negatif
349,"['indikasi', 'uang', 'laundry']",negatif
350,"['kayak', 'cewek', 'mengubah', 'miskin', 'jualan', 'foto']",negatif
351,"['pesona', 'cewek', 'ngemis']",negatif
352,"['pengemis', 'perilaku']",negatif
353,"['bangga', 'ga', 'urat', 'malu']",negatif
354,"['coba', 'habis', 'beli', 'mbappe', 'kak']",negatif
355,"['ngemis', 'a', 'ngemis']",negatif
356,['mnyet'],negatif
357,"['gadis', 'baa', 'girpbos', 'pengemis', 'mah']",negatif
358,"['gak', 'malu']",negatif
359,"['buruh', 'cuci']",negatif
360,"['menang', 'apanya', 'titit', 'bukannya', 'malu', 'anak']",negatif
361,"['tolol', 'anjing', 'gak']",negatif
362,"['setara', 'kang', 'parkir', 'indoalfa', 'dibayari', 'miskin']",negatif
363,"['minimal', 'malu', 'tolol', 'ga', 'bakat', 'keahlian', 'ngemis']",negatif
364,"['keren', 'sungguh']",positif
365,"['malu', 'ngemis', 'ngemis', 'begituan', 'sksksk', 'ups', 'kan', 'malu', 'nya']",negatif
366,"['semoga', 'bermanfaat']",positif
367,"['sumpah', 'tolol', 'ga', 'lucu', 'anjing']",negatif
368,"['gila', 'gilanya', 'ku', 'menjenguk']",negatif
369,"['ngejokes', 'ngejelekin', 'renata', 'mungkin', 'ketemu', 'sehumble', 'salah', 'satunya', 'gua', 'penggemar', 'teman', 'ketemu', 'setuju']",positif
370,"['golongan', 'manusia', 'berhak', 'menerima', 'sumbangan', 'fakir', 'miskin']",negatif
371,"['anjir', 'mental', 'pengemis', 'oge', 'geningan', 'sakalian', 'dilampu', 'merah', 'mah']",negatif
372,['najiss'],negatif
373,['pengemis'],negatif
374,"['idih', 'pengemis']",negatif
375,"['anjing', 'orang2', 'brengsek', 'gini']",negatif
376,"['bjirr', 'malu']",negatif
377,"['bodoh', 'sampah', 'bodoh']",negatif
378,"['goblok', 'gatau', 'malu']",negatif
379,"['bawa', 'suku']",positif
380,['titit'],negatif
381,"['niat', 'ama', 'jilat', 'perempuan', 'amp', 'basah']",negatif
382,"['gak', 'beli', 'pulau']",negatif
383,"['berikutnya', 'beli', 'negara']",negatif
384,['pengemis'],negatif
385,['malu'],negatif
386,"['ramai', 'sedekah', 'kaya']",negatif
387,"['edan', 'taktik', 'yahudi']",negatif
388,"['nanggung', 'helikopter', 'mah', 'beli', 'pulau']",negatif
389,"['nya', 'trakteer', 'jual', 'konten', 'konten', 'nahh', 'jual', 'konten', 'konten', 'foto', 'foto', 'trakteer', 'dibeli', 'ga', 'nya', 'sihh']",positif
390,[],negatif
391,"['cuman', 'numpang', 'pansos', 'komika']",negatif
392,"['bau', 'bau', 'uang', 'laundry']",negatif
393,"['cuci', 'cuci', 'biar', 'bersih']",negatif
394,"['baiklah', 'malu', 'tuh']",negatif
395,"['bukannya', 'normal', 'kaya', 'gozali', 'nft', '18', 'deh', 'selfie2', 'doang', 'kaya', 'foto', 'idola']",positif
396,"['yaila', 'mentalnya', 'miskin']",negatif
397,"['buset', 'ngemis']",negatif
398,"['gilaaa', 'sihh', 'sdm', 'udahh', 'rendah', 'dibodoh', 'bodohin', 'memperkayaa', 'kaya', 'kaya', 'jatuhnyaa', 'ngemis', 'kasiaan', 'sungguh']",positif
399,['berak'],negatif
400,"['mba', 'meskipun', 'konteksnya', 'mungkin', 'candaan', 'saran', 'bikin', 'warga', 'bersusah', 'payah', 'marah']",positif
401,['bangga'],negatif
402,"['x', 'jadiin', 'mentri', 'keuangan']",negatif
403,"['pura', 'pura', 'begonya', 'mah', 'beneran']",negatif
404,"['cina', 'kosong', 'mikir', 'gak', 'rendah', 'nya', 'cuma-cuma', 'fantasi', 'doang', 'isinya', 'hhahahahahahaaga']",negatif
405,"['perbaikan', 'bayar', 'harga', 'traktir', 'jilat', 'gabakal', 'mengirim', 'payudara']",negatif
406,"['kosongnya', 'chindo']",negatif
407,"['woi', 'donasi', 'jual', 'aja', 'sah', 'sah', 'aja', 'uang']",negatif
408,['idih'],negatif
409,"['tetep', 'gak', 'kebeli', 'segerbong', 'kereta', 'api']",negatif
410,"['gak', 'disumbang', 'oii', 'traktir', 'jual', 'harga', 'barang', 'murah', 'sungguh', 'barangnya']",negatif
411,"['sumpah', 'otak', 'gasih']",negatif
412,"['nnti', 'ga', 'tercapai', 'target', 'nya', 'tambahin', 'lampu', 'merah', 'nnti', 'om', 'om', 'truk']",negatif
413,"['kaya', 'mental', 'miskin']",negatif
414,"['ga', 'malu']",negatif
415,"['gatau', 'malu', 'doang', 'gak', 'seonggok', '.sampah.sampah', 'hiburan', 'cuma-cuma', 'ngang', 'ngong', 'ngang', 'ngong', 'nunjukin', 'payudara', 'benar']",negatif
416,"['perbaikan', 'belikan', 'rumah']",negatif
417,"['tambahin', 'pemasukan', 'ngemis', 'bolwh']",negatif
418,"['kocag', 'luwh', 'kaya', 'doang', 'mental', 'attitude', 'miskin', 'ngemis']",negatif
419,"['semangat', 'ratu']",positif
420,"['ngemis', 'kerja', 'pontang', 'panting', 'kocak']",negatif
421,"['perbaikan', 'membuka', 'donasi', 'deh', 'berkebutuhan']",positif
422,"['meninggal', 'dunia', 'urat', 'malu']",negatif
423,"['e', 'beneran', 'karya', 'kak']",negatif
424,['benar'],negatif
425,['anjirrr'],negatif
426,"['ga', 'cemburu', 'lbh', 'kecewa']",negatif
427,[],negatif
428,"['bang', 'gak', 'memek', 'bang', 'deh', 'bang']",negatif
429,"['ngemis', 'on', 'line', 'ga', 'malu', 'ditanya', 'perawan', 'ga', 'emosi', 'sangka']",negatif
430,"['foto', 'seksi', 'ala2', 'doang', 'forum', 'lendir', 'berserakan', 'fotonya']",negatif
431,"['bangga', 'bngt', 'habis', 'ngemis']",negatif
432,"['minimal', 'pinter']",negatif
433,"['pura', 'pura', 'ga', 'mengerti', 'mengerti', 'ngemis']",negatif
434,"['cewek2', 'bodoh', 'kayak', 'gini', 'gausah', 'dikasih', 'panggung']",negatif
435,"['keren', 'vy']",positif
436,"['ai', 'kira', 'chindo', 'kaya', 'raya', 'ibu', 'sultan', 'konglomerat', 'trnyata', 'bli', 'mobil', 'ngemis', 'jual', 'foto', 'gk', 'cuih', 'pei', 'pei']",negatif
437,"['malu', 'sungguh', 'ga', 'hasil', 'bo', 'gacukup', 'beli', 'mobil', 'bernyanyi', 'mama']",negatif
438,"['bjir', 'bangga']",negatif
439,"['kak', 'coba', 'bantu', 'lunasin', 'utang', 'negara']",negatif
440,"['kayak', 'cewek', 'mengubah', 'miskin', 'jualan', 'foto', '2', 'kirain', 'keren', 'menjijikkan']",negatif
441,"['terima', 'kasih', 'telanjang', 'mamaknya']",positif
442,"['e', 'gblok', 'g', 'otak']",negatif
443,"['engga', 'ahh', 'iseng', 'doang', 'ehh', 'nyumbang', 'tolol']",negatif
444,"['fakir', 'nyumbang', 'kaya', 'inimah', 'kocak']",negatif
445,"['kiat', 'ilangin', 'urat', 'malu', 'tua', 'kakak']",negatif
446,"['coba', 'ganti', 'beli', 'barcelona']",negatif
447,"['bilang', 'ga', 'beli', 'tuh', 'foto2']",negatif
448,"['meninggal', 'dunia', 'logika', 'mental', 'ngemis', 'bilang', 'pinter']",negatif
449,"['bnyak', 'bnget', 'disini', 'orang-orang', 'miskin', 'iri', 'hati', 'hahahaha']",negatif
450,"['ngehate', 'sekelompok', 'miskin', 'iri', 'hati', 'menit']",negatif
451,"['menang', 'dikatakan', 'memiliki', 'malu', 'milikmu', 'donation', 'kekurangan', 'uang', 'pendapatan', 'hasil', 'ngonten', 'collab', 'buka', 'trakteer']",negatif
452,"['vior', 'settingan']",negatif
453,"['kitabisa', 'dipake', 'operasi', 'tete']",negatif
454,['kaya'],negatif
455,"['hih', 'cintakuu']",positif
456,[],negatif
457,"['ga', 'capek', 'cantik']",positif
458,"['coba', 'pengecoran', 'udara', 'bender', 'bodoh', 'pastinya', 'cocok']",positif
459,"['pangeran', 'miripnya', 'jumpa', 'wooseok']",positif
460,"['lucu', 'sungguh']",positif
461,['cemburu'],negatif
462,['lutunyaaaaaa'],positif
463,"['ehh', 'luuccuuu', 'bgtt']",positif
464,['kangen'],positif
465,['cantik'],positif
466,"['salahhh', 'tuh']",negatif
467,"['kata2', 'cepat', 'sungguh', 'woyy', 'biarin', 'pikiran']",negatif
468,"['gws', 'ko', 'kepin']",positif
469,"['tenang', 'buruk', 'beda', 'mengapresiasi', 'konten', 'konten', 'pencipta']",positif
470,"['bener', 'sungguh', 'kaya', 'kapal', 'selam', 'instagram', 'semangat', 'kakak']",positif
471,"['kaya', 'mental', 'pengemis']",negatif
472,"['ga', 'malu']",negatif
473,['gila'],negatif
474,"['kemaluan', 'kan', 'gak', 'dng']",negatif
475,"['pppp', 'informasi', 'ngemis']",negatif
476,"['besok', 'zakat', 'gak']",negatif
477,"['titit', 'ngentot', 'ngentot', 'memek', 'dasar', 'tititl']",negatif
478,"['berikutnya', 'bantu', 'lunasin', 'utang', 'negara']",negatif
479,"['oke', 'gasi', 'anjing']",negatif
480,['bodoh'],negatif
481,"['akun', 'trakteernya', 'kan', 'tulisan', '18', 'lagian', 'membalas', 'melulu', 'kan', 'jawab', 'deh', 'males', 'bahas', 'bahas', 'melulu']",negatif
482,"['awowkowkwok', 'hasil', 'ngemis', 'on', 'line']",negatif
483,"['hha', 'foto', '18', 'darimana', 'kocak', 'lagian', 'ribet', 'nurusin', 'dr', 'kemaren2', 'bersihin', 'tuh', 'hati', 'kotor', 'dendam', 'kayak', 'rugiin']",negatif
484,"['yaelah', 'itukan', 'platform', 'menjual', 'kocak', 'jualan', 'jual', 'eksklusif', 'selfie', 'konten', 'konten', 'eksklusif', 'bayar', 'kayak', 'langganan', 'berbayar', 'g']",negatif
485,"['ha', 'ha', 'pahlawan', 'kesiangan', 'bang', 'bego']",negatif
486,"['ga', 'ngemis', 'kak', 'ngejual', 'selfie', 'eksklusif', 'nya', 'lagian', 'salah', 'kaya', 'gabakalan', 'beli']",negatif
487,['ngemis'],negatif
488,"['elah', 'k', 'pop', 'kpopan', 'memeperkaya', 'kaya', 'lagian', 'uang', 'salahnya', 'uang', 'paksaan']",negatif
489,"['gabakal', 'donate', 'pagar', 'terik', 'terik', 'doang', 'makan', 'susah', 'gmn', 'donate', 'kurangdibawah', 'gabakal', 'memperbarui', 'beginian']",negatif
490,"['udah', 'perbaikan', 'donasi']",negatif
491,"['gak', 'bodoh', 'cuman', 'aneh', 'laper', 'bantuan', 'coba', 'donasi']",negatif
492,"['cerdas', 'ko', 'ga', 'terpikirkan']",positif
493,"['semoga', 'ga', 'rungkad']",negatif
494,"['pantes', 'dihujat', 'bangga', 'ngemis', 'adik', 'adik']",negatif
495,"['ngajarin', 'mental', 'ngemis', 'indo', 'indo', 'sdm', 'maju', 'konten', 'konten', 'pencipta', 'contoh', 'benar', 'risiko', 'konten', 'konten', 'pencipta', 'klo', 'ga', 'tanggungan', 'ga', 'keluarga']",negatif
496,"['benar', 'nyumbang']",negatif
497,"['fakir', 'nyumbang', 'kaya', 'inimah', 'kocak']",negatif
498,"['gatau', 'malu', 'doang', 'gak', 'seonggok', '.sampah.sampah', 'hiburan', 'cuma-cuma', 'ngang', 'ngong', 'ngang', 'ngong', 'nunjukin', 'payudara', 'benar']",negatif
499,"['cantik', 'pinter', 'cerdass', 'inii', 'cantik', 'pinterr', 'bikin', 'bikin', 'sekolahan', 'gratis', 'plosok', 'daerah']",positif
