;conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;label
89;1,77E+34;Tue Mar 26 00:34:09 +0000 2024;0;@_L0KA Buset dah @livyyrenata beli mobil buat emanya aja minta sumbangan;1,77242E+18;;_L0KA;in;;0;0;0;https://twitter.com/bnbonoya/status/1772421748463432187;1,14733E+18;bnbonoya;negatif
90;1,77E+33;Mon Mar 25 23:52:15 +0000 2024;0;@livyyrenata @howtodresvvell Beliin mami mobil hasil ngemis ya kak;1,77241E+18;;livyyrenata;in;;0;0;0;https://twitter.com/ireeneexly/status/1772411204432015556;1,59299E+18;ireeneexly;negatif
91;1,77E+34;Mon Mar 25 23:06:00 +0000 2024;0;@livyyrenata @POPAPJONS WOY GILA U ORANG MASIH SUSAH MAKAN U NGEMIS BUAT BELI MOBIL WHERE AT U PUT YOUR BRAIN DUMMY;1,7724E+18;;livyyrenata;in;;0;1;0;https://twitter.com/Allsh42/status/1772399563879354788;1,74658E+18;Allsh42;negatif
92;1,77E+34;Mon Mar 25 23:03:05 +0000 2024;1;@livyyrenata Masih Banyak Orang yang Kerja Keras susah buat Dapetin uang Buat ortunya yang lagi sakit Sedangkan Dia Minta Donasi Buat hal² yang hedonisme Anjj Please lah kapan MATA KALIAN TERBUKA;1,7724E+18;;Allsh42;in;;0;0;0;https://twitter.com/Allsh42/status/1772398830454980779;1,74658E+18;Allsh42;negatif
93;1,77E+34;Mon Mar 25 23:01:36 +0000 2024;1;@livyyrenata KALAU ADA YANG BILANG Yang Netizen indo SDM rendah Gegara mempermasalahin yang donate livy Fix Tolol Lu nyumbang orang kaya Buat Dia Beliin Mobil Sedangkan Orang ² Di palestina Makan aja Susah Masih banyak banget anak 2 di Indonesia yang kel;1,7724E+18;;livyyrenata;in;;0;1;0;https://twitter.com/Allsh42/status/1772398457770123651;1,74658E+18;Allsh42;negatif
94;1,77E+34;Mon Mar 25 22:58:38 +0000 2024;0;@Alexbizzer07 @livyyrenata HAHA PAHLAWAN KESIANGAN LO BANG BEGO;1,7724E+18;;Alexbizzer07;in;;0;1;0;https://twitter.com/Allsh42/status/1772397712366850084;1,74658E+18;Allsh42;negatif
95;1,77E+34;Mon Mar 25 22:43:29 +0000 2024;0;@rizzasaw @livyyrenata ga ngemis kak dia ngejual selfie exclusive nya lagian misal lu kaya si livy juga gabakalan ada yang beli;1,77239E+18;;rizzasaw;in;;0;0;0;https://twitter.com/fluwffydream/status/1772393897135587675;1,45011E+18;fluwffydream;negatif
96;1,77E+34;Mon Mar 25 22:42:15 +0000 2024;0;@sichinokata @livyyrenata gaada unsur menyuruh org miskin sama sekali btw. sedakah palalu itu namanya beli konten exclusive ;1,77239E+18;;sichinokata;in;;0;0;0;https://twitter.com/fluwffydream/status/1772393589269520831;1,45011E+18;fluwffydream;negatif
97;1,77E+34;Mon Mar 25 22:40:17 +0000 2024;0;@pibeyz @livyyrenata bukan nyumbang kak mereka beli selfie exclusive nya livy yang mampu mampu aja ;1,77239E+18;;pibeyz;in;;0;1;0;https://twitter.com/fluwffydream/status/1772393094043889923;1,45011E+18;fluwffydream;negatif
98;1,77E+34;Mon Mar 25 22:39:20 +0000 2024;0;@yakitunamasaia @livyyrenata wkwkwk ini lebih ngemis;1,77239E+18;;yakitunamasaia;in;;0;0;0;https://twitter.com/fluwffydream/status/1772392854746173797;1,45011E+18;fluwffydream;negatif
99;1,77E+34;Mon Mar 25 22:35:17 +0000 2024;0;@jeyisaturn @bukomangga_enak @livyyrenata sama aja elah elu kpop kpopan juga memeperkaya org kaya lagian gaada salahnya juga gaada unsur paksaan yang mampu mampu aja;1,77239E+18;;jeyisaturn;in;;0;0;0;https://twitter.com/fluwffydream/status/1772391834368524615;1,45011E+18;fluwffydream;negatif
100;1,77E+34;Mon Mar 25 22:30:29 +0000 2024;0;@emperzor @livyyrenata wkwkwk orang kurang gabakal ikut donate paling koar koar doang buat makan aja susah gmn mau donate org yang kurang/dibawah jg gabakal update soal beginian;1,77239E+18;;emperzor;in;;0;0;0;https://twitter.com/fluwffydream/status/1772390626773922190;1,45011E+18;fluwffydream;negatif
101;1,77E+34;Mon Mar 25 21:55:45 +0000 2024;2;@VRchama @livyyrenata Gak goblok sih . Cuman aneh aja . Masih ada aja orang laper di luar sana dan perlu bantuan . Coba donasi ke @kitabisacom .;1,77238E+18;;VRchama;in;;0;0;0;https://twitter.com/Fjrulllll/status/1772381887228473772;1,75091E+18;Fjrulllll;negatif
102;1,77E+33;Mon Mar 25 21:06:22 +0000 2024;0;@livyyrenata @howtodresvvell Ngemis dngan gayaa ya ka;1,77237E+18;;livyyrenata;in;The New Asgard;0;0;0;https://twitter.com/temanliability/status/1772369457131745408;1,13072E+18;temanliability;negatif
103;1,77E+34;Mon Mar 25 21:02:01 +0000 2024;0;@livyyrenata Cerdas ..... ko ga ada yang kepikiran yaa ..;1,77237E+18;;livyyrenata;in;Bandung Wetan, Indonesia;0;0;0;https://twitter.com/SunBright_999/status/1772368363726962937;9,77214E+17;SunBright_999;positif
104;1,77E+33;Mon Mar 25 20:57:29 +0000 2024;0;@muhabdel @livyyrenata @howtodresvvell semoga ga rungkad ya;1,77237E+18;;muhabdel;in;;0;0;0;https://twitter.com/ginaputrik/status/1772367222154969250;973445736;ginaputrik;negatif
105;1,77E+34;Mon Mar 25 20:55:24 +0000 2024;0;@livyyrenata simple padat jelas ciiii livyyy https://t.co/WGLiGFAR0Q https://t.co/TWJkELozGu;1,77237E+18;https://pbs.twimg.com/media/GJi2HYFa4AA9A1U.jpg;livyyrenata;in;;0;1;0;https://twitter.com/fajarhndsyh/status/1772366696835109011;1,53277E+18;fajarhndsyh;positif
106;1,77E+33;Mon Mar 25 20:49:08 +0000 2024;0;@livyyrenata be like : Semua ini hanya soal Mindset! ;1,77237E+18;;livyyrenata;in;Makassar -  Papua ;0;0;0;https://twitter.com/cakrahasdiansa/status/1772365119525183932;608947099;cakrahasdiansa;positif
107;1,77E+33;Mon Mar 25 20:46:02 +0000 2024;0;@livyyrenata @howtodresvvell pantes dihujat bangga dapet ngemis dek dek ;1,77236E+18;;livyyrenata;in;;0;0;0;https://twitter.com/thestardusst/status/1772364342756855895;1,19655E+18;thestardusst;negatif
108;1,77E+33;Mon Mar 25 20:16:03 +0000 2024;2;@livyyrenata @howtodresvvell Livy... JANGAN NGAJARIN mental ngemis buat orang indo. Kapan Indo mau punya sdm yang maju? Lu konten creator at least jadi contoh yg bener. Itu risiko jadi konten kreator. Klo lu gamau ada tanggungan jadi orang biasa yg ga fam;1,77236E+18;;livyyrenata;in;;0;0;0;https://twitter.com/ananeste/status/1772356796465758437;1,25006E+18;ananeste;negatif
109;1,77E+34;Mon Mar 25 20:01:55 +0000 2024;0;@twooneputry @livyyrenata Itu di halaman trakteer dia ada foto selfi dia.;1,77235E+18;;twooneputry;in;Kung Lao underwear;0;1;0;https://twitter.com/DkevinArts47/status/1772353239331029365;1,61758E+18;DkevinArts47;positif
110;1,77E+34;Mon Mar 25 19:18:27 +0000 2024;0;@livyyrenata Barusan liat orang naik helikopter kepalanya kesabet baling2 livy Mending beliin aku PC gaming;1,77234E+18;;livyyrenata;in;;0;0;0;https://twitter.com/LyixSuegar/status/1772342300901097563;1,60396E+18;LyixSuegar;positif
111;1,77E+34;Mon Mar 25 18:49:20 +0000 2024;0;@livyyrenata Coba ntr minta donasi buat orang yang kesusahan kalo itu g mungkin di hujat;1,77233E+18;;livyyrenata;in;South Carolina, USA;0;0;0;https://twitter.com/blibelis/status/1772334972675965248;1,12527E+18;blibelis;positif
112;1,77E+33;Mon Mar 25 18:47:55 +0000 2024;1;@livyyrenata Lain kali kalo mau jln jln ngemis lagi ya cantik;1,77233E+18;;livyyrenata;in;South Carolina, USA;0;0;0;https://twitter.com/blibelis/status/1772334615564533992;1,12527E+18;blibelis;positif
113;1,77E+34;Mon Mar 25 18:46:24 +0000 2024;0;@feelingblue999 @livyyrenata Kebalikan nya orang yg nth siapa bikin kek gituan ada g yang mau ngasi paling di hujat coba si kaya kek gitu mana ada itu kata kata pujian g ada yang membedakan status sosial ;1,77233E+18;;feelingblue999;in;South Carolina, USA;0;0;0;https://twitter.com/blibelis/status/1772334235548008829;1,12527E+18;blibelis;negatif
114;1,77E+34;Mon Mar 25 18:44:01 +0000 2024;0;@feelingblue999 @livyyrenata Tempat nya salah;1,77233E+18;;feelingblue999;in;South Carolina, USA;0;0;0;https://twitter.com/blibelis/status/1772333632486785160;1,12527E+18;blibelis;negatif
115;1,77E+34;Mon Mar 25 15:35:12 +0000 2024;0;@livyyrenata Mau minta dijadiin presiden ;1,77229E+18;;livyyrenata;in;;0;0;0;https://twitter.com/aamiing_27/status/1772286117498200349;1,28361E+18;aamiing_27;positif
116;1,77E+34;Mon Mar 25 15:33:33 +0000 2024;1;permisi livv boleh ngga trakteer lo adain buat donasi yg untuk hal-hal seperti ini juga? since u get money easily there kayanya lo bisa bantu mereka-mereka yang membutuhkan @livyyrenata;1,77229E+18;;;in;rant rant rant;0;0;0;https://twitter.com/alvrazolam/status/1772285700378960212;8,74861E+17;alvrazolam;positif
117;1,77E+33;Mon Mar 25 15:30:35 +0000 2024;0;@pawkiku @mconjongup @livyyrenata @howtodresvvell Inisial singgih itu baru real ngemis;1,77228E+18;;pawkiku;in;;0;0;0;https://twitter.com/LuigiDeJong/status/1772284955252367836;7,74937E+17;LuigiDeJong;negatif
118;1,77E+33;Mon Mar 25 15:28:47 +0000 2024;0;@andhika20pk @lemonade1401 @howtodresvvell @livyyrenata Bedakan karya dengan sensasi ya dasar;1,77228E+18;;andhika20pk;in;Jawa Timur, Indonesia;0;0;0;https://twitter.com/ahyeonnn__/status/1772284502133366867;1,53367E+18;ahyeonnn__;negatif
119;1,77E+34;Mon Mar 25 15:28:26 +0000 2024;0;@livyyrenata Yang tau tau aja lah isi trakteer itu apa dan rata rata yang donate cowo dan mereka dapet private selfi and pic dan you know lah untuk apa foto foto itu;1,77228E+18;;livyyrenata;in;East Borneo, Indonesia;0;0;0;https://twitter.com/nationalistindo/status/1772284415672017350;1,66142E+18;nationalistindo;negatif
120;1,77E+34;Mon Mar 25 15:26:19 +0000 2024;1;@ikarosins @livyyrenata Dia pernah di dukung sama netizen waktu dia ada masalah sama deddy Corbuzier sama tiktoker siapa gitu jadi sekarang dia merasa punya power aja gitu memang orang kalo udah star syndrome jadi nyeleneh;1,77228E+18;;ikarosins;in;East Borneo, Indonesia;0;0;0;https://twitter.com/nationalistindo/status/1772283883741950085;1,66142E+18;nationalistindo;negatif
121;1,77E+33;Mon Mar 25 15:06:26 +0000 2024;0;@livyyrenata @howtodresvvell malu ga sih;1,77228E+18;;livyyrenata;in;ym;0;0;0;https://twitter.com/myoongiest/status/1772278877093597541;1576946250;myoongiest;negatif
122;1,77E+34;Mon Mar 25 14:52:18 +0000 2024;0;@livyyrenata Ya ampun livy kayak gini pengen jadi artis sekelas bae suzy;1,77228E+18;;livyyrenata;in;;0;0;0;https://twitter.com/xlink_/status/1772275322135925019;1,28473E+18;xlink_;negatif
123;1,77E+33;Mon Mar 25 14:43:58 +0000 2024;0;@livyyrenata @howtodresvvell Dedi korbuser bangga padamu;1,77227E+18;;livyyrenata;in;;0;0;0;https://twitter.com/intersejakSMP/status/1772273224413295018;1,33736E+18;intersejakSMP;positif
124;1,77E+34;Mon Mar 25 14:42:44 +0000 2024;1;@livyyrenata @POPAPJONS apalah livy kau ini pinter juga ngehasut warga ig di saluran pake bilang klarifikasi tapi semua postingan ig komenan dibatasi ig ibunya pun juga sama komenan dibatasi kalo memang salah kenapa dibatasi? aneh nya ada aja yang ngebela;1,77227E+18;https://pbs.twimg.com/media/GJhgziSbEAA0ylG.jpg;livyyrenata;in;;0;0;0;https://twitter.com/garrty56/status/1772272913611145538;1,72148E+18;garrty56;negatif
125;1,77E+34;Mon Mar 25 14:37:51 +0000 2024;0;@mi__amorr @livyyrenata Itu kaya give gtu yg give dpt foto dia jdi bukan ngemis kaya ekslusif ig gtu loh;1,77227E+18;;mi__amorr;in;Bali, Indonesia;0;0;0;https://twitter.com/feelingblue999/status/1772271685015617889;1365954822;feelingblue999;positif
126;1,77E+33;Mon Mar 25 14:34:39 +0000 2024;0;@mconjongup @livyyrenata @howtodresvvell Dia jualan bukan ngemis btw https://t.co/zEEJn7b8O8;1,77227E+18;;mconjongup;in;Bekasi, Jawa Barat;0;0;0;https://twitter.com/kinmanjoon_/status/1772270881223393610;1,12062E+18;kinmanjoon_;positif
127;1,77E+33;Mon Mar 25 14:33:07 +0000 2024;0;@dayeVLR @livyyrenata @howtodresvvell Wkwkwk menangiss ajalah https://t.co/zEEJn7b8O8;1,77227E+18;;dayeVLR;in;Bekasi, Jawa Barat;0;0;0;https://twitter.com/kinmanjoon_/status/1772270492675629431;1,12062E+18;kinmanjoon_;negatif
128;1,77E+34;Mon Mar 25 14:31:59 +0000 2024;1;@livyyrenata Bangcatttttt wkwkwkwkw https://t.co/NRhtn4c2dd;1,77227E+18;;livyyrenata;in;;0;0;0;https://twitter.com/catforlyfee/status/1772270206896775439;1,10258E+18;catforlyfee;negatif
129;1,77E+33;Mon Mar 25 14:31:51 +0000 2024;0;@livyyrenata lo nyebelin sih asli;1,77227E+18;;livyyrenata;in;;0;0;0;https://twitter.com/GLNNRHEE/status/1772270176236429777;1456041805;GLNNRHEE;negatif
130;1,77E+34;Mon Mar 25 14:30:36 +0000 2024;0;@livyyrenata ngelunjak njir;1,77227E+18;;livyyrenata;in;France;0;0;0;https://twitter.com/kambingeropa/status/1772269861965558043;1,44031E+18;kambingeropa;negatif
131;1,77E+34;Mon Mar 25 14:30:27 +0000 2024;0;@livyyrenata gila ni org;1,77227E+18;;livyyrenata;in;France;0;0;0;https://twitter.com/kambingeropa/status/1772269820802646334;1,44031E+18;kambingeropa;negatif
132;1,77E+33;Mon Mar 25 14:11:20 +0000 2024;0;@livyyrenata Dia bener lah.... Masyarakat aja yg aneh ngapain pake donate segala ;1,77227E+18;;livyyrenata;in;shoujosei • fantasy;0;0;0;https://twitter.com/chamomills/status/1772265011261391208;1,75853E+18;chamomills;negatif
133;1,77E+34;Mon Mar 25 13:56:36 +0000 2024;1;@yudo_rahadya @livyyrenata Ayo livyyy cantikk pinter cerdass ayolah yang inii ayoo cantikk pinterr bikin ini Atau bikin sekolahan gratis di plosok daerah;1,77226E+18;;sampahkapital;in;;0;0;0;https://twitter.com/guaAkram/status/1772261302947475765;1,25547E+18;guaAkram;positif
134;1,77E+34;Mon Mar 25 13:45:41 +0000 2024;0;@livyyrenata Klo msi di indon Gx ada yg free boss Minimal barteran ma mocindo... https://t.co/me3YCU8NKA;1,77226E+18;https://pbs.twimg.com/media/GJhTwQZbcAAoXup.jpg;livyyrenata;in;;0;0;0;https://twitter.com/BANGKEHLOHnyet/status/1772258556710142449;1,63822E+18;BANGKEHLOHnyet;negatif
135;1,77E+34;Mon Mar 25 13:14:18 +0000 2024;2;@Encang_ajja @livyyrenata tolong bantu ;1,77225E+18;;encang_ajja;in;Sangelu, Nigeria;0;0;0;https://twitter.com/CarlJenkinsson/status/1772250659460362266;1,08503E+18;CarlJenkinsson;positif
136;1,77E+34;Mon Mar 25 13:06:52 +0000 2024;1;@hangekith @livyyrenata kaum kebawah ga sii wkwk;1,77225E+18;;hangekith;in;;0;0;0;https://twitter.com/red4mancyy/status/1772248789442560468;1,15798E+18;red4mancyy;negatif
137;1,77E+34;Mon Mar 25 13:12:16 +0000 2024;0;@livyyrenata jual apasi vy smpe ngemis ngemis gini?;1,77225E+18;;livyyrenata;in;;0;0;0;https://twitter.com/kagyuraa/status/1772250148397338879;1,09425E+18;kagyuraa;negatif
138;1,77E+33;Mon Mar 25 13:12:19 +0000 2024;3;@saturnstoryy @livyyrenata @howtodresvvell jujur banget lo bang di negara ini yg berprestasi dan yang punya talenta kalah sama yg bocah kosong makin kosong makin laris modal cakep dan seksi sama bisa ngomong di live dengan kalimat anjinggg lo yak kontol b;1,77225E+18;;saturnstoryy;in;;0;0;0;https://twitter.com/bekasidjaya/status/1772250157897457798;1,50838E+18;bekasidjaya;negatif
139;1,77E+34;Mon Mar 25 13:04:43 +0000 2024;0;@livyyrenata Kak besok bikin buat lunasin utang negara ya kak;1,77225E+18;;livyyrenata;in;heaven;0;0;0;https://twitter.com/twentynarcissus/status/1772248245378413005;1,31841E+18;twentynarcissus;positif
140;1,77E+34;Mon Mar 25 13:02:13 +0000 2024;0;@RahmatAdit58397 @livyyrenata biar netizen gak sia2 juga;1,77225E+18;;RahmatAdit58397;in;bekasi supremacy ;0;0;0;https://twitter.com/bujukbusrak/status/1772247618573258785;1,05117E+18;bujukbusrak;positif
141;1,77E+34;Mon Mar 25 12:59:02 +0000 2024;2;@ohleosh @sakurainboo @livyyrenata Lucu lucuan kok ngemis;1,77225E+18;;ohleosh;in;;0;0;0;https://twitter.com/ibukento/status/1772246816001528306;1,43276E+18;ibukento;negatif
142;1,77E+33;Mon Mar 25 12:44:12 +0000 2024;0;@skattiekochanie @livyyrenata @howtodresvvell keren;1,77224E+18;;skattiekochanie;hu;;0;0;0;https://twitter.com/keigyl/status/1772243082315976741;1,23016E+18;keigyl;positif
143;1,77E+33;Mon Mar 25 12:38:27 +0000 2024;0;@livyyrenata @howtodresvvell Wkwkkwk anjir orang kaya tapi fakir miskin aslinya;1,77224E+18;;livyyrenata;in;;0;0;0;https://twitter.com/ubacotbgt/status/1772241636229042371;1,28602E+18;ubacotbgt;negatif
144;1,77E+34;Mon Mar 25 11:57:25 +0000 2024;0;@livyyrenata Dasar pengemis! lebih baik orang miskin tapi jieanya kaya daripada lu orang kaya tapi berjiwa miskin gapunya malu!;1,77223E+18;;livyyrenata;in;Rumah saya lah;0;0;0;https://twitter.com/GretyPerty67138/status/1772231310758531242;1,70386E+18;GretyPerty67138;negatif
145;1,77E+34;Mon Mar 25 11:54:19 +0000 2024;0;@hangekith @livyyrenata org kaya + cantik + terkenal https://t.co/hQwwdYlUE6;1,77223E+18;https://pbs.twimg.com/media/GJg6RcQa8AAcv2W.jpg;hangekith;in;;1;0;0;https://twitter.com/pieflowersky/status/1772230529288745288;1,47272E+18;pieflowersky;positif
146;1,77E+34;Mon Mar 25 11:53:35 +0000 2024;0;@livyyrenata ngemis secara elit;1,77223E+18;;livyyrenata;in;;0;0;0;https://twitter.com/douminated/status/1772230345796002048;1,46859E+18;douminated;negatif
147;1,77E+34;Mon Mar 25 11:52:39 +0000 2024;0;@livyyrenata Besok gue open donate buat umroh ada yang nyumbang gak ye;1,77223E+18;;livyyrenata;in;;0;0;0;https://twitter.com/akang_video/status/1772230108700684614;1,22134E+18;akang_video;positif
148;1,77E+34;Mon Mar 25 11:46:12 +0000 2024;0;@livyyrenata Masih bisa doain orang lain ditengah2 hujatan..you have a big heart Livy.. Love you️;1,77223E+18;;livyyrenata;in;;0;0;0;https://twitter.com/ClarissaTania3/status/1772228486478127320;8,65068E+17;ClarissaTania3;positif
149;1,77E+34;Mon Mar 25 11:44:21 +0000 2024;0;@livyyrenata @POPAPJONS Duit ngemis ;1,77223E+18;;livyyrenata;in;;0;0;0;https://twitter.com/sasakrambut/status/1772228021107204507;9,71707E+17;sasakrambut;negatif
150;1,77E+33;Mon Mar 25 11:40:22 +0000 2024;0;@livyyrenata @howtodresvvell orgil bgt dah;1,77223E+18;;livyyrenata;in;New Zealand;0;0;0;https://twitter.com/kkdhifa/status/1772227018824045012;1,453E+18;kkdhifa;negatif
151;1,77E+33;Mon Mar 25 11:35:55 +0000 2024;0;@livyyrenata @howtodresvvell minimal klo planga plongo ya punya malu.......;1,77223E+18;;livyyrenata;in;HEAVY RTs;0;0;0;https://twitter.com/mctavisxh/status/1772225900207390818;8,78518E+17;mctavisxh;negatif
152;1,77E+34;Mon Mar 25 11:35:45 +0000 2024;0;@livyyrenata iye lancar buat nyumbangin elu kan maksutnya? wkwk;1,77223E+18;;livyyrenata;in;;0;0;0;https://twitter.com/necr0ticc0rpse/status/1772225857308041548;1,43734E+18;necr0ticc0rpse;negatif
153;1,77E+34;Mon Mar 25 11:35:08 +0000 2024;0;@livyyrenata caper wkw;1,77223E+18;;livyyrenata;in;;0;0;0;https://twitter.com/necr0ticc0rpse/status/1772225703695794649;1,43734E+18;necr0ticc0rpse;negatif
154;1,77E+33;Mon Mar 25 11:32:20 +0000 2024;0;@livyyrenata @howtodresvvell Ngemis euy;1,77222E+18;;livyyrenata;in;;0;0;0;https://twitter.com/papskipapap_26/status/1772224997547028936;1,14619E+18;papskipapap_26;negatif
155;1,77E+34;Mon Mar 25 11:32:10 +0000 2024;0;@halojudass @onedirectyou @lightfurryi @livyyrenata Sifat bawaan lahir emg gabisa ilang iri dengki sampe mampus gada pihak yang dirugikan tidak melanggar hukum silahkan periksa otak lu ketuker selangkangan kesangean sih pikirannya kesana terus wokwok.;1,77222E+18;;halojudass;in;;0;0;0;https://twitter.com/bzema514/status/1772224954882211844;1,71822E+18;bzema514;negatif
156;1,77E+34;Mon Mar 25 11:29:47 +0000 2024;0;@livyyrenata Keren livy hahahahahaha;1,77222E+18;;livyyrenata;tl;;0;0;0;https://twitter.com/ahmdfahriandy/status/1772224356887990711;1,51933E+18;ahmdfahriandy;positif
157;1,77E+34;Mon Mar 25 11:26:20 +0000 2024;0;@livyyrenata mau beliin aku hengpong baru;1,77222E+18;;livyyrenata;in;Hotman, Paris;0;0;0;https://twitter.com/cokeecainee/status/1772223487777886533;1,04077E+18;cokeecainee;positif
158;1,77E+34;Mon Mar 25 11:26:13 +0000 2024;2;@livyyrenata Lah ya terserah dia lah mau dibeliin apa kek. Kok ngatur;1,77222E+18;;livyyrenata;in;;0;0;0;https://twitter.com/jellythrash/status/1772223457478217757;1742660665;jellythrash;negatif
159;1,77E+34;Mon Mar 25 11:23:08 +0000 2024;0;@iwanttoseeyourn @livyyrenata Mksh dh di ingetin;1,77222E+18;;tazulikeyou;in;DKI Jakarta;0;0;0;https://twitter.com/nwrhdytlh111/status/1772222681829797960;451758040;nwrhdytlh111;positif
160;1,77E+33;Mon Mar 25 11:15:46 +0000 2024;0;@andhika20pk @lemonade1401 @howtodresvvell @livyyrenata Dasar u ngomong karya itu relatif Apaan?;1,77222E+18;;andhika20pk;in;Ngurus amat;0;0;0;https://twitter.com/bilekmania/status/1772220828622475533;1,73055E+18;bilekmania;negatif
161;1,77E+34;Mon Mar 25 11:05:31 +0000 2024;0;@livyyrenata @DitjenPajakRI mayan nih untuk pemasukan negara;1,77222E+18;;livyyrenata;in;wanareja,cilacap jawa tengah;0;0;0;https://twitter.com/kurokimono/status/1772218249280635326;1641819476;kurokimono;positif
162;1,77E+34;Mon Mar 25 11:05:16 +0000 2024;2;@feelingblue999 @livyyrenata Beda sih nder soalnya kan itu sengaja dibuat link donate;1,77222E+18;;feelingblue999;in;Medan, Indonesia;0;1;0;https://twitter.com/mi__amorr/status/1772218187066868060;7,81778E+17;mi__amorr;positif
163;1,77E+34;Mon Mar 25 10:57:52 +0000 2024;0;@livyyrenata nanggung banget helikopter jet pribadi aja livyyyy;1,77222E+18;;livyyrenata;in;🧸;0;0;0;https://twitter.com/rubyliceus/status/1772216326045532438;1,49377E+18;rubyliceus;negatif
164;1,77E+34;Mon Mar 25 10:54:01 +0000 2024;0;@Thejenniecorn @livyyrenata Tp dia bkn minta2 dia jual exclusive selfies dia di trakteer dan gak ada maksa mau beli atau enggak sama aja kayak langganan berbayar artis2 di platform IG yg mau dpt konten eksklusif si artis hrs bayar dulu..;1,77222E+18;;Thejenniecorn;in;;0;0;0;https://twitter.com/natasyapjt/status/1772215357098389852;1527006936;natasyapjt;positif
165;1,77E+34;Mon Mar 25 10:52:16 +0000 2024;0;@livyyrenata yang kemaren itu money laundry bukan sih????;1,77221E+18;;livyyrenata;in;Indomaret;0;0;0;https://twitter.com/ppalpuyy/status/1772214912799932664;1,03328E+18;ppalpuyy;negatif
166;1,77E+34;Mon Mar 25 10:41:36 +0000 2024;0;@livyyrenata Sehat sehat dah live wkkwkw;1,77221E+18;;livyyrenata;in;Seoul, Republic of Korea;0;0;0;https://twitter.com/NasiUduk007/status/1772212230542565873;1,63499E+18;NasiUduk007;negatif
167;1,77E+34;Mon Mar 25 10:41:27 +0000 2024;0;@livyyrenata ternyata selama ini orang miskin;1,77221E+18;;livyyrenata;in;;0;1;0;https://twitter.com/borjuisociety/status/1772212190738805155;1,4178E+18;borjuisociety;negatif
168;1,77E+34;Mon Mar 25 10:41:24 +0000 2024;0;@livyyrenata ngemis dengan gaya;1,77221E+18;;livyyrenata;in;;0;0;0;https://twitter.com/sukaspyh/status/1772212181670732195;1,24749E+18;sukaspyh;negatif
169;1,77E+33;Mon Mar 25 10:39:22 +0000 2024;1;@a__nurrachman @hakim_gufron @livyyrenata @howtodresvvell Artinya dia blm rich2 banget percuma rich juga kalo mentalnya miskin pgn nyari cuan dengan cara gampang;1,77221E+18;;a__nurrachman;in;;0;0;0;https://twitter.com/lemonade1401/status/1772211667906269419;1,01625E+18;lemonade1401;negatif
170;1,77E+33;Mon Mar 25 10:36:24 +0000 2024;0;@muhabdel @livyyrenata @howtodresvvell del km okay? kemarin2 karina tadi pagi mbak jihyo;1,77221E+18;;muhabdel;in;;0;1;0;https://twitter.com/ginaputrik/status/1772210922066505872;973445736;ginaputrik;positif
171;1,77E+34;Mon Mar 25 10:33:23 +0000 2024;0;@livyyrenata bodohnya;1,77221E+18;;livyyrenata;in;;0;0;0;https://twitter.com/kidzubunny/status/1772210161219969470;2336485800;kidzubunny;negatif
172;1,77E+34;Mon Mar 25 10:22:42 +0000 2024;1;@livyyrenata Gue heran sih sama lu bukannya merasa malu tapi malah gembar gembor bangga;1,77221E+18;;livyyrenata;in;;0;1;0;https://twitter.com/veerda0/status/1772207474315235385;1,42347E+18;veerda0;negatif
173;1,77E+33;Mon Mar 25 10:19:46 +0000 2024;0;@02_jqr @kiddiejaemin @livyyrenata @howtodresvvell foto kok dibeli gblggg;1,77221E+18;;02_jqr;in;;0;0;0;https://twitter.com/kelvinzlife/status/1772206737782886473;1,2838E+18;kelvinzlife;negatif
174;1,77E+34;Mon Mar 25 10:19:37 +0000 2024;0;@livyyrenata kata gua kalo ngasih hadiah buat orang tua baiknya dari duit hasil kerjanya sendiri bukan dari hasil minta minta(?);1,77221E+18;;livyyrenata;in;;0;1;0;https://twitter.com/Thejenniecorn/status/1772206698968588718;2903694272;Thejenniecorn;negatif
175;1,77E+34;Mon Mar 25 09:32:24 +0000 2024;0;@hazyjades @livyyrenata setujuu why is everyone so bitter org org yg ngehujat kalo di posisi livy keknya jg mau mau aja dpt dana dr fansnya;1,77219E+18;;hazyjades;in;;0;0;0;https://twitter.com/notnormanosborn/status/1772194815465410617;1,46882E+18;notnormanosborn;positif
176;1,77E+34;Mon Mar 25 09:28:51 +0000 2024;0;@ikarosins @livyyrenata belum pernah liat boss yang ngemis ngemis;1,77219E+18;;ikarosins;in;;0;0;0;https://twitter.com/berlandaskan/status/1772193921948406171;1,21592E+18;berlandaskan;negatif
177;1,77E+34;Mon Mar 25 09:28:45 +0000 2024;0;@livyyrenata ditunggu kapal buat maminya;1,77219E+18;;livyyrenata;in;;0;0;0;https://twitter.com/__seongyohan/status/1772193895381893532;1,65139E+18;__seongyohan;negatif
178;1,77E+34;Mon Mar 25 09:27:42 +0000 2024;0;@livyyrenata mending beli mobil ambulance ada bunyinya kaya bacot sjw;1,77219E+18;;livyyrenata;in;;0;0;0;https://twitter.com/LimitUltim83214/status/1772193632122228760;1,75055E+18;LimitUltim83214;negatif
